artista,track,playcount,listeners
Muse,Madness,8699687,873969
Muse,Take a Bow,6806575,870411
Muse,Invincible,7120775,861380
Muse,Resistance,8619386,860479
Muse,Falling Away With You,5604460,795532
Muse,Assassin,6195320,785936
Muse,Sunburn,6468315,780782
Muse,Blackout,5423240,764263
Muse,Soldier's Poem,5168703,760862
Muse,Muscle Museum,6711353,754373
Muse,City of Delusion,5487243,749107
Muse,Endlessly,5424723,731523
Muse,Unintended,6360017,726866
Muse,Thoughts of a Dying Atheist,5482649,718278
Muse,Space Dementia,5431009,709487
Muse,Interlude,4858632,688346
Muse,Hoodoo,4439573,674497
Muse,Exo-Politics,5188081,672343
Muse,Citizen Erased,5588369,667475
Muse,The Small Print,4768698,644097
Muse,Micro Cuts,5009229,636862
Muse,Butterflies and Hurricanes,4716335,634987
Muse,Hyper Music,4592834,632188
Muse,Ruled by Secrecy,3793943,603995
Muse,Megalomania,3612994,557582
Muse,Unnatural Selection,4331711,554556
Muse,MK Ultra,4646621,552376
Muse,Psycho,4482411,543827
Muse,Screenager,3271225,539478
Muse,Showbiz,4171496,519640
Muse,Guiding Light,3639461,515234
Muse,Panic Station,4574085,510920
Muse,Butterflies & Hurricanes,3598852,496171
Muse,Supremacy,3854948,487307
Muse,Uno,3408967,475960
Metallica,Enter Sandman,18694118,1889246
Metallica,Nothing Else Matters,17077831,1706539
Metallica,Master of Puppets,16818986,1654145
Metallica,One,14071430,1400699
Metallica,The Unforgiven,10817864,1178626
Metallica,Sad but True,9033783,1035172
Metallica,Fuel,9073557,1024347
Metallica,Battery,7993577,917001
Metallica,Whiskey in the Jar,8013989,910614
Metallica,Wherever I May Roam,6544573,828437
Metallica,Fade to Black,7162485,741751
Metallica,For Whom the Bell Tolls,6699834,705997
Metallica,The Day That Never Comes,6480269,682397
Metallica,The Unforgiven II,5713785,666256
Metallica,Welcome Home (Sanitarium),5159631,633276
Metallica,The Memory Remains,4753963,617692
Metallica,The Thing That Should Not Be,4123934,613287
Metallica,Blackened,4973976,604852
Metallica,Of Wolf and Man,4077173,598414
Metallica,Until It Sleeps,4421862,562534
Metallica,Holier Than Thou,3306122,553002
Metallica,Turn the Page,4302663,535110
Metallica,Disposable Heroes,3485300,526422
Metallica,Don't Tread on Me,3091446,525728
Metallica,Through the Never,3049192,511377
Metallica,Harvester of Sorrow,3716176,511367
Metallica,All Nightmare Long,4368747,504508
Metallica,Enter Sandman - Remastered 2021,3498424,504236
Metallica,For Whom The Bell Tolls - Remastered,5552047,503628
Metallica,Creeping Death,4243306,500953
Metallica,The Unforgiven III,4186538,494389
Metallica,Leper Messiah,3081459,485394
Metallica,The God That Failed,2798362,478638
Metallica,Ride the Lightning,3646664,473868
Metallica,My Friend of Misery,2808859,470181
Metallica,Hero of the Day,3378704,455267
Metallica,...and Justice for All,3213773,444136
Metallica,St. Anger,3121698,440030
Metallica,Eye of the Beholder,2730931,434818
Metallica,The Shortest Straw,2632902,423229
Metallica,The Struggle Within,2230356,418078
Metallica,Enter Sandman (Remastered),4413953,416918
Metallica,Fight Fire With Fire,2876643,414983
Metallica,The Call of Ktulu,2865166,412516
Metallica,"Die, Die My Darling",3343605,408593
Metallica,Whiplash,2762432,405510
Metallica,That Was Just Your Life,2986745,404032
Metallica,The Four Horsemen,2787362,400569
Metallica,Hit the Lights,2597180,398001
Metallica,King Nothing,2844730,396382
Ginebras,La Típica Canción,90257,10880
Ginebras,Con Altura,75672,9167
Ginebras,Alex Turner,47951,5695
Ginebras,Paco y Carmela,44347,5285
Ginebras,Chico Pum,38335,4896
Ginebras,Desastre de persona,40126,4830
Ginebras,Ansiedad,40191,4602
Ginebras,Todas Mis Ex Tienen Novio,32120,4495
Ginebras,Cosas Moradas,23185,3330
Ginebras,Crystal Fighters,27152,3272
Ginebras,La Ciudad Huele a Sudor,20183,2801
Ginebras,Billie Max,18654,2608
Ginebras,Vintage,17172,2574
Ginebras,Lunes Negro,14936,2187
Ginebras,Fan Emergente,11710,2085
Ginebras,6 AM,13891,2048
Ginebras,Muchas gracias por venir,10895,1805
Ginebras,Filtro Valencia,11448,1770
Ginebras,Rapapá,12023,1669
Ginebras,En bolas,9817,1660
Ginebras,Metro de Madrid Informa,9235,1617
Ginebras,Mi diario,6436,1550
Ginebras,"Madrid, Madrid, Madrid",8348,1503
Ginebras,Omeprazol,7729,1370
Ginebras,Vueltas,4355,1231
Ginebras,Qué Gozadita,6366,1209
Ginebras,Campos de Fresas para Siempre,5825,1187
Ginebras,He Resucitado A Elvis,6420,1169
Ginebras,Mundo hostil,3887,1159
Ginebras,Con las chicas en Berlín,3556,1131
Ginebras,Filtro Valencia (Version 2021),2147,918
Ginebras,Gigantes,2351,903
Ginebras,Hoy puede ser un gran dia - Banda Sonora Original de la película Menudas Piezas,2996,824
Ginebras,La Típica Canción - Elyella Remix,3117,807
Ginebras,La Típica Canción,4155,804
Ginebras,Rechazada viva,1992,712
Ginebras,Come aquí,1530,573
Ginebras,Novio o novia,1609,556
Ginebras,Intervención,1517,540
Ginebras,Campos de Fresa para Siempre,1418,503
Ginebras,Cosas Moradas (Innmir Remix),1312,474
Ginebras,El bosque,1339,468
Ginebras,Cosas Moradas - Innmir Remix,1069,426
Ginebras,Una Voz - Original de Amatria,1395,417
Ginebras,La Típica Canción (Elyella Remix),1164,392
Ginebras,Una Voz (Original de Amatria),877,308
Ginebras,Filtro Valencia - Version,330,148
Ginebras,6AM,186,112
Ginebras,Con altura (versión de la ROSALÍA),205,70
Ginebras,Vanana Megamix,142,26
IZAL,Copacabana,257574,25838
IZAL,Qué Bien,173020,22161
IZAL,La Mujer De Verde,163266,19523
IZAL,Despedida,137162,19054
IZAL,Pausa,152539,17920
IZAL,El Baile,130846,14478
IZAL,Pequeña Gran Revolución,123163,14233
IZAL,Pánico práctico,85080,10864
IZAL,Asuntos delicados,74660,10421
IZAL,El Pozo,85974,10335
IZAL,Magia Y Efectos Especiales,73984,10168
IZAL,La Increíble Historia del Hombre Que Podía Volar Pero No Sabía Cómo,94696,9553
IZAL,Hambre,63768,9364
IZAL,Agujeros de gusano,63211,8996
IZAL,Arte Moderno,59111,7744
IZAL,"Sueños lentos, aviones veloces",40743,6936
IZAL,Eco,41627,6527
IZAL,Prueba Y Error,45234,6453
IZAL,Palos de ciego,40924,6393
IZAL,Tu Continente,44196,6376
IZAL,Los Seres Que Me Llenan,40630,6140
IZAL,Extraño Regalo,39342,5937
IZAL,Bill Murray,41937,5445
IZAL,Inercia,33297,5014
IZAL,A Nuestros Rincones,29987,4896
IZAL,A los que volveremos,28931,4725
IZAL,Tóxica,29472,4718
IZAL,Ruido Blanco,30487,4625
IZAL,Autoterapia,37175,4569
IZAL,En Aire y Hueso,31677,4538
IZAL,Conclusión En Do Para Ukelele,28672,4531
IZAL,Canción Para Nadie,32508,4333
IZAL,Jenna Fischer,25799,4309
IZAL,Ockham,25440,4258
IZAL,Oro y Humo,29033,4195
IZAL,28 horas,26287,4175
IZAL,El Hombre del Futuro,22093,4165
IZAL,Tambores de Guerra,25344,4004
IZAL,Historias de Vida y Placer,25865,3975
IZAL,La Piedra Invisible,26079,3936
IZAL,Hacia el Norte,25482,3844
IZAL,La Buena Sombra,16991,3516
IZAL,Meiuqèr,20375,3421
IZAL,Ajam,19341,3366
IZAL,Epílogo I: La Duda Razonable,19492,3356
IZAL,Epílogo III: Resurrección Y Venganza,18089,3181
IZAL,Epílogo II: La Caída Del Imperio,17070,3150
IZAL,Teletransporte,13103,3000
IZAL,Hogar,15397,2988
IZAL,Temas Amables,18941,2882
Kaiser Chiefs,Ruby,10211126,1364893
Kaiser Chiefs,I Predict a Riot,6366057,1015417
Kaiser Chiefs,Everyday I Love You Less and Less,4596274,781927
Kaiser Chiefs,Modern Way,2853329,598501
Kaiser Chiefs,Oh My God,3106505,581576
Kaiser Chiefs,Never Miss a Beat,3091826,528498
Kaiser Chiefs,Na Na Na Na Naa,2101377,494627
Kaiser Chiefs,The Angry Mob,2299432,450816
Kaiser Chiefs,Everything Is Average Nowadays,1722215,392561
Kaiser Chiefs,Heat Dies Down,1609433,344961
Kaiser Chiefs,You Can Have It All,1268400,321903
Kaiser Chiefs,Born to Be a Dancer,1286442,317778
Kaiser Chiefs,Saturday Night,1181752,304121
Kaiser Chiefs,Thank You Very Much,1201988,265357
Kaiser Chiefs,Time Honoured Tradition,986795,263723
Kaiser Chiefs,"Caroline, Yes",849601,233644
Kaiser Chiefs,Good Days Bad Days,965453,231546
Kaiser Chiefs,My Kind of Guy,941524,231537
Kaiser Chiefs,Team Mate,753163,227685
Kaiser Chiefs,Learnt My Lesson Well,892580,222976
Kaiser Chiefs,Retirement,870164,214571
Kaiser Chiefs,Boxing Champ,875310,214322
Kaiser Chiefs,Try Your Best,772898,204360
Kaiser Chiefs,Love's Not a Competition (But I'm Winning),881369,186805
Kaiser Chiefs,Highroyds,672305,167143
Kaiser Chiefs,What Did I Ever Give You?,519463,150297
Kaiser Chiefs,Spanish Metal,534900,137645
Kaiser Chiefs,Like It Too Much,587051,135112
Kaiser Chiefs,You Want History,598560,131356
Kaiser Chiefs,Can't Say What I Mean,515149,130327
Kaiser Chiefs,I Can Do It Without You,500564,128237
Kaiser Chiefs,What Did I Ever Give You,481665,128042
Kaiser Chiefs,Addicted to Drugs,509806,117508
Kaiser Chiefs,Tomato in the Rain,484182,117417
Kaiser Chiefs,Half the Truth,485384,115820
Kaiser Chiefs,Always Happens Like That,452871,108828
Kaiser Chiefs,Remember You're a Girl,379122,101700
Kaiser Chiefs,I Can Do Without You,489193,99529
Kaiser Chiefs,Coming Home,409401,79127
Kaiser Chiefs,Love Is Not A Competition (But I'm Winning),442329,71450
Kaiser Chiefs,Little Shocks,309178,64664
Kaiser Chiefs,High Royds,310979,64496
Kaiser Chiefs,The Factory Gates,316212,60535
Kaiser Chiefs,Na Na Na Na Naah,113337,57448
Kaiser Chiefs,Kinda Girl You Are,217446,46674
Kaiser Chiefs,Love's Not A Competition [But I'm Winning],272670,46265
Kaiser Chiefs,Record Collection,244504,43646
Kaiser Chiefs,Man on Mars,188038,42955
Kaiser Chiefs,Another Number,71348,39086
Kaiser Chiefs,Misery Company,180925,38092
Residente,Bellacoso,429331,66499
Residente,René,415490,55338
Residente,This is Not America (feat. Ibeyi),264389,31999
Residente,Desencuentro (feat. Soko),140683,20889
Residente,Rap Bruto,112603,16499
Residente,Guerra,67720,13519
Residente,Sexo (feat. iLe),65190,13312
Residente,La Cátedra,71764,13082
Residente,Antes Que el Mundo Se Acabe,60545,12282
Residente,Pecador,74109,11955
Residente,Dagombas en Tamale,48080,11848
Residente,Somos Anormales,45427,11448
Residente,Problema Cabrón,63158,11237
Residente,Mis Disculpas,51976,10203
Residente,Milo,47237,10059
Residente,Desencuentro,53239,9243
Residente,Que Fluya,46650,9052
Residente,Apocalíptico,41599,8513
Residente,313,34684,8416
Residente,Hijos del Cañaveral,35788,7796
Residente,Intro ADN / DNA,21789,7279
Residente,Una Leyenda China,26495,7242
Residente,Hoy,26030,6951
Residente,Sexo,27970,6853
Residente,Sin Lú,34256,6810
Residente,Interludio Haruna Fati,17301,5857
Residente,Interludio Entre Montañas Siberianas,13925,5668
Residente,Ron En El Piso,31286,5551
Residente,Quiero Ser Baladista,18869,4745
Residente,Yo No Sé Pero Sé,18857,4627
Residente,Pólvora de Ayer,25605,4506
Residente,El Malestar En La Cultura,14336,4466
Residente,Valentina,8020,4359
Residente,Yo Te Quiero a Ti,17873,4330
Residente,El Encuentro,17537,3981
Residente,Estilo Libre,17708,3921
Residente,Cerebro,12342,3893
Residente,Bajo y Batería,14928,3531
Residente,La Sombra (feat. Bombino),10352,3375
Residente,Bajo los Escombros,10710,3263
Residente,El Futuro Es Nuestro,10334,3140
Residente,Querido Louis (feat. Trooko),12992,3132
Residente,Jerga Platanera,8405,3087
Residente,El Futuro Es Nuestro (feat. Goran Bregovic),9538,3037
Residente,En Talla,9111,2668
Residente,La Sombra,7771,2649
Residente,Cosquillita,7573,2038
Residente,Artificial Inteligente,5092,2009
Residente,Leoni,6160,1940
Residente,Latinoamérica - Edición Cuarentena,5755,1929
